ADC0, ADC1
0039,0040
0040,0039
0039,0037
0040,0040
0037,0038
0041,0038
0039,0039
0039,0038
0039,0040
0041,0038
0038,0040
0039,0039
0039,0035
0037,0037
0038,0038
0038,0039
0034,0039
0039,0038
0039,0038
0038,0038
0036,0039
0038,0039
0039,0038
0038,0038
0038,0037
0037,0038
0037,0038
0037,0037
0037,0037
0038,0039
0037,0037
0036,0036
0035,0037
0038,0037
0037,0037
0039,0034
0038,0036
0039,0039
0044,0036
0039,0038
0037,0039
0038,0039
0037,0039
0038,0038
0039,0038
0038,0037
0039,0037
0037,0038
0037,0039
0037,0038
0038,0037
0037,0038
0038,0038
0038,0037
0038,0036
0038,0037
0037,0037
0036,0037
0035,0038
0038,0038
0037,0037
0035,0037
0038,0039
0038,0038
0032,0044
0036,0036
0038,0037
0038,0039
0037,0038
0037,0038
0037,0037
0037,0039
0038,0039
0037,0040
0037,0036
0036,0036
0038,0036
0036,0036
0036,0036
0036,0034
0037,0034
0038,0036
0037,0038
0036,0037
0035,0035
0036,0036
0038,0036
0035,0037
0036,0037
0036,0036
0037,0034
0036,0036
0035,0035
0038,0035
0036,0037
0038,0038
0037,0034
0039,0038
0037,0038
0037,0039
0038,0036
0036,0036
0037,0037
0036,0036
0036,0038
0035,0034
0037,0037
0037,0038
0036,0037
0037,0037
0035,0038
0035,0037
0037,0039
0039,0038
0040,0039
0041,0040
0042,0042
0041,0039
0040,0040
0041,0041
0041,0042
0041,0038
0041,0038
0041,0039
0040,0040
0039,0041
0040,0039
0039,0040
0040,0041
0039,0041
0040,0039
0039,0038
0040,0040
0037,0041
0041,0039
0040,0041
0038,0040
0039,0039
0037,0040
0034,0039
0039,0038
0038,0038
0038,0038
0039,0039
0037,0039
0038,0038
0040,0037
0039,0038
0037,0040
0040,0039
0039,0040
0037,0036
0039,0039
0032,0039
0040,0040
0041,0040
0043,0040
0041,0041
0041,0041
0040,0040
0039,0042
0041,0043
0045,0041
0042,0039
0042,0041
0041,0043
0042,0041
0045,0040
0043,0043
0043,0042
0042,0041
0042,0041
0043,0043
0044,0042
0042,0043
0042,0042
0043,0042
0042,0042
0042,0043
0044,0040
0042,0041
0040,0042
0042,0044
0042,0041
0041,0041
0041,0044
0042,0042
0049,0042
0041,0041
0041,0041
0041,0042
0041,0040
0040,0039
0045,0040
0040,0040
0043,0040
0040,0038
0039,0039
0040,0040
0032,0039
0040,0040
0039,0042
0038,0038
0040,0039
0039,0039
0039,0039
0039,0039
0038,0039
0040,0031
0039,0039
0039,0040
0040,0041
0041,0039
0038,0040
0041,0040
0040,0040
0041,0042
0048,0039
0039,0040
0035,0040
0041,0039
0039,0038
0039,0040
0040,0038
0040,0039
0039,0038
0039,0039
0034,0039
0038,0040
0038,0038
0039,0038
0042,0039
0039,0039
0035,0040
0040,0038
0040,0039
0039,0038
0037,0042
0038,0038
0039,0039
0039,0038
0037,0037
0038,0038
0038,0038
0037,0037
0033,0037
0038,0037
0033,0047
0038,0036
0029,0037
0038,0038
0030,0037
0038,0041
0032,0037
0039,0040
0039,0039
0039,0042
0039,0043
0040,0040
0041,0042
0040,0039
0030,0041
0043,0039
0041,0040
0040,0039
0041,0041
0039,0038
0039,0043
0037,0039
0026,0036
0035,0039
0037,0039
0038,0039
0038,0037
0038,0038
0038,0042
0038,0038
0043,0035
0038,0039
0037,0042
0038,0037
0040,0039
0037,0037
0029,0037
0039,0038
0038,0037
0038,0039
0038,0036
0037,0044
0033,0046
0038,0039
0037,0033
0038,0037
0037,0030
0036,0035
0035,0036
0037,0036
0036,0037
0037,0036
0036,0039
0039,0039
0036,0039
0038,0040
0037,0039
0038,0038
0040,0038
0038,0037
0038,0038
0039,0038
0041,0038
0034,0038
0039,0042
0039,0039
0047,0039
0040,0037
0040,0038
0039,0039
0040,0039
0043,0039
0039,0039
0039,0038
0038,0043
0041,0038
0038,0039
0036,0039
0039,0039
0037,0041
0041,0041
0039,0039
0038,0041
0039,0038
0046,0038
0040,0041
0045,0038
0039,0039
0039,0038
0040,0043
0039,0040
0039,0039
0029,0039
0037,0039
0039,0040
0039,0039
0040,0039
0039,0039
0038,0040
0040,0040
0028,0039
0038,0040
0041,0041
0040,0040
0040,0041
0041,0040
0042,0041
0042,0042
0042,0042
0042,0040
0042,0044
0047,0043
0042,0042
0043,0042
0040,0039
0044,0042
0043,0041
0043,0041
0050,0042
0041,0040
0042,0043
0044,0043
0043,0043
0042,0040
0042,0041
0043,0041
0043,0042
0042,0042
0043,0042
0043,0044
0043,0045
0045,0044
0044,0041
0045,0044
0044,0034
0045,0045
0044,0043
0043,0043
0045,0038
0044,0043
0043,0042
0055,0045
0042,0044
0043,0042
0042,0050
0044,0041
0044,0044
0045,0045
0046,0040
0046,0046
0047,0044
0047,0045
0047,0046
0046,0047
0047,0046
0046,0045
0045,0044
0048,0046
0046,0049
0051,0046
0046,0045
0047,0047
0048,0047
0047,0048
0045,0046
0047,0046
0048,0046
0040,0047
0047,0047
0043,0044
0043,0046
0045,0046
0046,0045
0045,0046
0047,0050
0045,0045
0047,0044
0046,0047
0047,0049
0045,0050
0048,0046
0046,0047
0048,0048
0054,0043
0047,0047
0048,0048
0046,0047
0047,0047
0047,0047
0048,0046
0048,0048
0047,0047
0047,0046
0048,0046
0045,0047
0047,0047
0047,0049
0047,0049
0046,0048
0048,0047
0047,0048
0046,0045
0046,0053
0047,0046
0047,0046
0050,0046
0045,0046
0047,0048
0046,0047
0046,0046
0047,0047
0045,0048
0045,0048
0048,0048
0050,0047
0049,0047
0048,0048
0047,0045
0047,0047
0059,0048
0047,0048
0047,0048
0047,0046
0048,0050
0046,0048
0049,0049
0048,0049
0048,0055
0048,0049
0047,0047
0049,0047
0048,0049
0049,0047
0048,0047
0049,0047
0053,0047
0048,0047
0051,0047
0048,0049
0051,0047
0048,0048
0048,0046
0046,0049
0051,0049
0049,0048
0053,0050
0048,0051
0048,0049
0048,0049
0047,0048
0048,0045
0048,0048
0049,0049
0049,0050
0049,0050
0057,0049
0049,0048
0052,0049
0050,0050
0050,0048
0048,0046
0049,0048
0049,0049
0047,0046
0050,0048
0047,0049
0048,0048
0048,0050
0048,0048
0050,0047
0047,0049
0048,0047
0047,0049
0048,0045
0046,0045
0047,0050
0049,0046
0046,0039
0047,0046
0047,0048
0047,0047
0046,0047
0048,0048
0048,0046
0046,0046
0047,0047
0048,0047
0045,0046
0048,0047
0039,0045
0048,0046
0053,0045
0049,0047
0052,0046
0045,0046
0047,0046
0048,0047
0047,0048
0047,0046
0048,0046
0047,0049
0045,0047
0047,0046
0043,0044
0046,0046
0041,0056
0046,0045
0044,0043
0046,0044
0047,0045
0044,0042
0032,0044
0043,0045
0044,0044
0044,0045
0045,0044
0044,0044
0041,0045
0044,0045
0042,0045
0044,0043
0044,0046
0042,0042
0049,0044
0043,0044
0045,0043
0042,0045
0043,0043
0043,0043
0042,0043
0041,0044
0044,0043
0044,0043
0042,0040
0043,0044
0044,0043
0042,0042
0040,0043
0043,0043
0042,0043
0043,0043
0035,0042
0042,0042
0044,0043
0043,0043
0043,0042
0044,0045
0043,0042
0044,0043
0043,0041
0044,0042
0041,0042
0042,0044
0042,0041
0042,0044
0042,0042
0043,0042
0043,0041
0043,0039
0042,0040
0041,0039
0041,0041
0042,0040
0039,0040
0039,0041
0041,0039
0039,0042
0041,0040
0042,0041
0045,0035
0040,0038
0040,0040
0039,0041
0038,0039
0043,0040
0041,0032
0040,0041
0042,0041
0041,0041
0043,0039
0041,0040
0044,0045
0042,0039
0043,0041
0038,0042
0042,0047
0048,0038
0041,0050
0042,0042
0044,0042
0040,0041
0044,0046
0041,0041
0042,0043
0043,0043
0043,0043
0043,0042
0043,0043
0043,0043
0043,0041
0044,0044
0043,0044
0044,0043
0046,0040
0043,0044
0044,0037
0043,0043
0043,0043
0047,0043
0042,0044
0044,0044
0044,0037
0042,0044
0043,0044
0043,0042
0041,0042
0042,0044
0042,0047
0043,0043
0043,0048
0043,0044
0044,0043
0042,0045
0042,0046
0044,0046
0042,0043
0043,0041
0044,0043
0043,0043
0042,0043
0043,0042
0044,0041
0040,0040
0042,0041
0042,0045
0044,0042
0041,0043
0042,0044
0041,0042
0042,0043
0044,0042
0043,0044
0045,0044
0043,0045
0046,0043
0046,0040
0044,0045
0045,0044
0043,0043
0044,0043
0045,0044
0045,0040
0044,0047
0046,0045
0042,0044
0045,0044
0046,0043
0045,0045
0046,0045
0047,0045
0046,0046
0046,0046
0047,0048
0046,0048
0047,0048
0044,0039
0046,0045
0046,0044
0047,0046
0046,0043
0045,0044
0046,0045
0044,0046
0045,0044
0046,0044
0046,0044
0045,0044
0045,0045
0045,0045
0045,0046
0044,0044
0044,0044
0046,0045
0046,0043
0041,0045
0046,0044
0044,0045
0043,0044
0047,0046
0045,0047
0046,0044
0047,0045
0046,0046
0047,0047
0046,0046
0044,0045
0044,0046
0046,0046
0044,0047
0047,0045
0047,0045
0045,0044
0045,0046
0044,0042
0044,0046
0044,0045
0044,0045
0046,0046
0045,0044
0044,0046
0045,0046
0047,0045
0044,0044
0046,0047
0045,0045
0044,0045
0044,0044
0044,0043
0041,0043
0043,0043
0043,0040
0047,0045
0044,0044
0043,0044
0042,0043
0042,0042
0042,0042
0043,0043
0041,0041
0042,0042
0044,0044
0042,0042
0042,0043
0040,0043
0042,0041
0042,0040
0044,0041
0042,0042
0042,0041
0042,0038
0041,0041
0041,0042
0042,0043
0042,0043
0041,0043
0040,0041
0040,0040
0041,0040
0040,0041
0042,0040
0038,0039
0038,0040
0042,0039
0040,0040
0040,0040
0039,0039
0040,0040
0041,0042
0040,0040
0040,0041
0040,0040
0040,0039
0039,0041
0041,0039
0040,0040
0037,0040
0041,0040
0040,0041
0044,0036
0040,0041
0040,0041
0038,0039
0041,0039
0039,0038
0039,0040
0040,0039
0040,0039
0041,0042
0040,0040
0038,0041
0038,0040
0039,0041
0039,0039
0039,0039
0040,0039
0038,0038
0039,0038
0039,0038
0037,0038
0037,0038
0037,0039
0037,0038
0039,0038
0039,0037
0038,0040
0038,0038
0037,0036
0039,0038
0040,0040
0039,0039
0033,0040
0039,0040
0041,0041
0041,0042
0041,0043
0041,0045
0042,0043
0041,0041
0043,0043
0044,0043
0041,0043
0042,0042
0042,0040
0042,0042
0043,0044
0043,0043
0045,0037
0041,0042
0042,0042
0042,0041
0043,0041
0043,0041
0041,0041
0041,0039
0041,0040
0042,0042
0042,0041
0041,0042
0041,0041
0042,0045
0042,0040
0041,0041
0042,0042
0041,0042
0041,0042
0041,0043
0042,0041
0043,0040
0041,0040
0042,0040
0043,0041
0040,0037
0041,0042
0040,0042
0042,0041
0041,0041
0040,0040
0038,0040
0041,0041
0040,0040
0039,0039
0043,0042
0040,0041
0042,0042
0042,0040
0041,0042
0041,0042
0039,0042
0041,0041
0042,0043
0040,0040
0041,0041
0043,0041
0041,0043
0039,0050
0042,0041
0042,0043
0042,0041
0041,0043
0042,0042
0041,0040
0041,0043
0040,0041
0041,0042
0042,0041
0042,0042
0041,0041
0042,0042
0041,0041
0042,0043
0042,0033
0042,0042
0042,0041
0038,0039
0043,0042
0042,0041
0042,0043
0042,0044
0041,0039
0041,0042
0042,0040
0041,0042
0042,0042
0041,0041
0041,0041
0041,0041
0041,0040
0039,0041
0041,0041
0040,0040
0043,0040
0042,0042
0041,0042
0041,0041
0039,0040
0041,0041
0041,0040
0039,0041
0043,0040
0043,0041
0040,0042
0041,0041
0041,0039
0041,0042
0042,0041
0042,0041
0041,0041
0042,0040
0041,0042
0040,0039
0040,0039
0041,0040
0040,0040
0040,0040
0040,0041
0040,0040
0041,0040
0040,0041
0042,0041
0040,0038
0041,0039
0039,0040
0040,0039
0041,0039
0041,0041
0040,0039
0039,0040
0039,0039
0039,0039
0039,0039
0039,0038
0039,0039
0039,0039
0039,0039
0037,0037
0042,0039
0041,0039
0041,0040
0042,0041
0043,0046
0042,0041
0041,0041
0041,0043
0044,0044
0042,0041
0041,0041
0042,0040
0044,0042
0042,0043
0043,0045
0044,0044
0043,0044
0046,0044
0045,0044
0043,0044
0045,0044
0044,0044
0044,0045
0044,0044
0042,0043
0044,0044
0043,0042
0042,0044
0043,0042
0043,0045
0043,0043
0044,0046
0043,0045
0043,0043
0043,0041
0041,0042
0043,0042
0042,0040
0038,0042
0041,0041
0040,0042
0042,0041
0041,0042
0041,0040
0040,0040
0040,0046
0041,0040
0039,0039
0039,0037
0042,0040
0039,0040
0038,0040
0042,0040
0039,0040
0040,0040
0041,0039
0040,0039
0040,0041
0040,0039
0040,0039
0039,0040
0039,0039
0039,0040
0039,0039
0038,0038
0037,0040
0039,0039
0040,0038
0040,0039
0041,0038
0039,0040
0039,0038
0039,0038
0037,0037
0039,0038
0038,0039
0039,0040
0038,0039
0038,0038
0038,0039
0041,0036
0042,0039
0039,0038
0040,0039
0037,0038
0039,0039
0038,0038
0038,0039
0039,0039
0038,0037
0039,0039
0038,0036
0037,0038
0036,0035
0038,0039
0037,0035
0037,0037
0035,0038
0037,0036
0035,0037
0038,0038
0036,0037
0038,0037
0038,0038
0036,0035
0037,0035
0038,0036
0037,0038
0036,0037
0033,0037
0037,0036
0038,0039
0036,0038
0036,0036
0036,0036
0037,0033
0036,0035
0036,0038
0036,0034
0037,0034
0037,0035
0036,0035
0036,0037
0034,0034
0035,0035
0034,0034
0035,0034
0036,0035
0041,0037
0033,0034
0035,0035
0036,0036
0036,0037
0037,0036
0037,0037
0039,0036
0036,0037
0037,0036
0039,0036
0037,0036
0038,0036
0036,0036
0036,0036
0039,0037
0046,0037
0037,0040
0039,0037
0037,0037
0038,0038
0038,0037
0036,0039
0038,0039
0038,0038
0038,0039
0038,0037
0038,0038
0038,0036
0036,0038
0037,0036
0038,0037
0036,0041
0038,0039
0036,0037
0036,0036
0036,0036
0038,0039
0036,0036
0035,0037
0037,0036
0038,0041
0036,0037
0036,0035
0036,0035
0036,0038
0037,0036
0036,0036
0037,0036
0033,0036
0038,0038
0037,0035
0036,0037
0037,0036
0036,0037
0047,0035
0037,0037
0037,0035
0024,0035
0036,0035
0038,0035
0040,0037
0035,0036
0036,0035
0031,0037
0036,0038
0033,0037
0038,0036
0035,0035
0033,0036
0036,0037
0036,0036
0036,0036
0037,0036
0036,0036
0035,0035
0036,0036
0034,0037
0039,0035
0037,0035
0037,0038
0037,0038
0037,0036
0031,0037
0037,0037
0035,0037
0036,0036
0036,0039
0037,0034
0049,0035
0038,0037
0030,0036
0037,0037
0036,0037
0037,0036
0033,0037
0036,0037
0035,0032
0037,0038
0038,0037
0038,0037
0038,0040
0038,0039
0037,0038
0038,0038
0037,0037
0037,0036
0038,0038
0038,0037
0037,0038
0036,0037
0036,0036
0035,0041
0038,0037
0037,0039
0045,0037
0036,0033
0038,0036
0035,0038
0034,0036
0037,0036
0037,0036
0037,0036
0038,0037
0039,0038
0029,0037
0036,0038
0037,0036
0037,0036
0039,0034
0038,0038
0031,0037
0037,0038
0030,0036
0037,0037
0035,0042
0036,0037
0037,0036
0037,0037
0037,0037
0036,0038
0039,0039
0037,0037
0038,0036
0035,0037
0032,0046
0037,0036
0036,0037
0037,0038
0034,0038
0037,0037
0038,0036
0036,0036
0031,0045
0037,0035
0037,0044
0036,0037
0034,0037
0035,0036
0035,0035
0037,0036
0036,0040
0035,0037
0040,0037
0036,0036
0036,0042
0036,0036
0036,0035
0033,0036
0035,0036
0036,0038
0032,0036
0037,0037
0036,0031
0038,0037
0037,0037
0037,0036
0038,0036
0038,0043
0036,0038
0036,0037
0039,0033
0037,0034
0035,0035
0038,0037
0037,0036
0037,0037
0036,0035
0036,0036
0037,0037
0038,0036
0036,0038
0038,0036
0037,0036
0038,0036
0035,0037
0037,0036
0035,0036
0035,0036
0037,0037
0038,0036
0035,0042
0037,0035
0034,0035
0035,0035
0038,0039
0037,0036
0037,0037
0036,0037
0036,0036
0036,0037
0033,0037
0037,0037
0042,0036
0035,0038
0036,0036
0038,0038
0022,0038
0038,0037
0038,0033
0037,0035
0038,0038
0036,0037
0036,0036
0037,0035
0038,0036
0035,0036
0037,0036
0036,0035
0036,0035
0036,0034
0035,0035
0036,0034
0036,0033
0036,0037
0043,0038
0037,0035
0035,0032
0037,0036
0037,0034
0037,0036
0036,0036
0036,0039
0040,0036
0036,0036
0036,0037
0038,0039
0037,0036
0036,0036
0037,0042
0036,0036
0036,0035
0035,0035
0034,0034
0036,0036
0035,0035
0034,0034
0037,0031
0035,0035
0036,0035
0035,0037
0035,0037
0037,0035
0036,0035
0038,0036
0037,0034
0031,0036
0036,0036
0036,0035
0037,0035
0035,0037
0035,0036
0035,0036
0033,0027
0034,0032
0035,0035
0034,0037
0035,0034
0035,0037
0034,0032
0033,0032
0033,0036
0034,0034
0034,0035
0034,0035
0034,0029
0036,0035
0033,0036
0034,0035
0034,0033
0032,0034
0035,0032
0034,0035
0033,0032
0026,0032
0035,0036
0035,0033
0033,0033
0043,0033
0034,0033
0033,0034
0032,0033
0041,0034
0034,0033
0033,0032
0032,0032
0034,0032
0032,0032
0034,0034
0033,0033
0031,0031
0033,0032
0025,0032
0033,0034
0031,0031
0032,0035
0031,0033
0033,0024
0032,0033
0030,0034
0033,0034
0030,0032
0033,0031
0030,0030
0031,0032
0033,0031
0026,0031
0033,0029
0033,0030
0032,0029
0027,0033
0031,0032
0031,0032
0033,0032
0032,0031
0032,0033
0032,0034
0031,0031
0032,0032
0033,0031
0032,0032
0033,0032
0031,0032
0031,0029
0026,0034
0034,0034
0033,0035
0033,0033
0034,0032
0033,0034
0037,0032
0032,0031
0034,0035
0035,0031
0025,0032
0032,0032
0034,0033
0034,0033
0034,0034
0031,0033
0031,0033
0031,0034
0036,0034
0032,0032
0032,0034
0033,0034
0037,0034
0033,0033
0033,0034
0034,0030
0034,0031
0033,0032
0034,0034
0032,0033
0029,0035
0033,0031
0032,0032
0034,0035
0035,0033
0033,0034
0035,0033
0034,0035
0034,0034
0034,0033
0034,0034
0035,0034
0035,0029
0033,0034
0034,0034
0035,0035
0036,0035
0033,0034
0036,0035
0036,0036
0036,0036
0034,0036
0038,0035
0036,0036
0031,0042
0035,0038
0034,0036
0035,0036
0035,0036
0035,0034
0036,0038
0034,0036
0034,0037
0036,0033
0031,0036
0036,0037
0036,0035
0034,0034
0036,0036
0036,0036
0035,0034
0035,0033
0035,0034
0036,0036
0045,0035
0036,0034
0034,0036
0035,0036
0034,0034
0035,0035
0035,0033
0034,0033
0035,0035
0035,0035
0031,0034
0037,0036
0033,0033
0037,0036
0035,0036
0036,0036
0035,0035
0037,0036
0023,0036
0036,0036
0037,0037
0036,0037
0033,0043
0038,0035
0039,0032
0039,0038
0036,0037
0038,0037
0039,0040
0038,0041
0039,0037
0036,0039
0040,0037
0039,0039
0048,0040
0037,0039
0040,0040
0041,0039
0044,0041
0042,0041
0041,0042
0040,0040
0047,0041
0041,0040
0041,0042
0041,0041
0041,0041
0041,0039
0041,0041
0041,0041
0042,0040
0043,0043
0041,0036
0040,0040
0044,0044
0041,0040
0041,0035
0043,0041
0043,0041
0045,0039
0043,0040
0042,0042
0042,0040
0041,0043
0040,0039
0043,0041
0029,0042
0042,0047
0041,0041
0041,0042
0041,0040
0041,0040
0039,0040
0041,0040
0041,0040
0042,0039
0039,0045
0040,0040
0039,0039
0040,0042
0046,0040
0041,0039
0039,0038
0039,0039
0040,0037
0040,0039
0039,0039
0041,0038
0040,0040
0041,0039
0040,0039
0038,0039
0039,0040
0040,0038
0040,0039
0038,0039
0040,0040
0040,0037
0038,0040
0039,0040
0038,0040
0037,0036
0038,0044
0040,0040
0039,0038
0038,0038
0039,0037
0037,0040
0039,0038
0039,0038
0040,0039
0038,0038
0037,0036
0037,0039
0040,0039
0038,0038
0037,0036
0037,0038
0038,0036
0037,0037
0040,0036
0037,0038
0037,0031
0037,0036
0037,0036
0038,0038
0037,0039
0037,0037
0036,0038
0036,0036
0039,0036
0037,0036
0037,0038
0038,0036
0038,0038
0037,0038
0039,0038
0036,0038
0038,0038
0036,0037
0036,0037
0037,0036
0037,0037
0039,0037
0038,0038
0037,0035
0039,0037
0037,0038
0038,0040
0037,0035
0037,0038
0037,0037
0039,0041
0038,0037
0039,0039
0037,0039
0041,0040
0041,0037
0039,0039
0037,0038
0038,0039
0040,0039
0039,0039
0039,0041
0041,0039
0039,0039
0040,0041
0040,0040
0041,0041
0042,0041
0041,0041
0043,0043
0049,0043
0045,0043
0044,0044
0044,0044
0044,0047
0044,0045
0046,0046
0046,0044
0046,0053
0048,0048
0046,0049
0048,0048
0049,0050
0050,0049
0050,0049
0050,0049
0050,0048
0050,0049
0048,0048
0049,0050
0049,0049
0050,0049
0050,0049
0049,0048
0048,0048
0047,0046
0047,0046
0048,0047
0047,0048
0047,0047
0048,0046
0048,0048
0047,0047
0048,0048
0046,0047
0047,0047
0047,0047
0047,0046
0047,0047
0047,0047
0052,0046
0047,0046
0048,0045
0049,0049
0048,0046
0046,0046
0047,0044
0047,0046
0047,0036
0046,0049
0044,0047
0046,0046
0043,0045
0045,0046
0046,0046
0043,0045
0046,0045
0045,0044
0045,0045
0045,0044
0056,0045
0044,0044
0042,0044
0044,0044
0042,0043
0045,0044
0045,0045
0044,0044
0045,0043
0046,0045
0046,0045
0045,0045
0045,0045
0044,0043
0043,0044
0044,0046
0044,0044
0043,0045
0044,0045
0043,0043
0044,0044
0038,0045
0044,0042
0041,0043
0044,0043
0044,0043
0044,0043
0044,0044
0045,0044
0046,0043
0043,0044
0043,0043
0043,0044
0043,0043
0042,0043
0044,0043
0041,0043
0034,0041
0045,0042
0043,0043
0043,0044
0044,0045
0042,0041
0044,0042
0044,0044
0041,0041
0042,0042
0041,0043
0044,0041
0043,0041
0043,0041
0042,0041
0042,0042
0041,0045
0041,0040
0041,0040
0040,0041
0042,0041
0042,0040
0041,0040
0041,0040
0041,0041
0042,0039
0038,0036
0038,0039
0039,0040
0040,0042
0041,0040
0038,0038
0038,0039
0038,0041
0040,0039
0038,0039
0038,0039
0038,0039
0039,0038
0039,0038
0037,0038
0038,0038
0040,0041
0037,0036
0038,0038
0040,0038
0039,0039
0037,0038
0037,0039
0039,0037
0038,0037
0038,0038
0038,0038
0038,0036
0034,0037
0037,0037
0037,0038
0035,0038
0038,0038
0038,0037
0038,0038
0037,0037
0037,0036
0036,0036
0037,0036
0037,0038
0035,0037
0037,0038
0037,0035
0037,0036
0036,0039
0040,0035
0038,0037
0037,0037
0035,0039
0038,0036
0037,0037
0036,0037
0037,0037
0036,0036
0037,0036
0037,0038
0035,0037
0038,0038
0038,0038
0039,0035
0039,0036
0038,0035
0036,0037
0036,0034
0037,0037
0037,0036
0037,0035
0037,0036
0036,0036
0038,0036
0038,0036
0036,0037
0036,0036
0036,0039
0036,0037
0036,0036
0035,0036
0037,0036
0037,0037
0036,0037
0038,0037
0036,0037
0037,0037
0037,0034
0036,0037
0037,0034
0038,0034
0040,0036
0036,0034
0037,0037
0034,0036
0037,0037
0037,0037
0037,0036
0037,0039
0038,0038
0037,0038
0038,0038
0038,0038
0036,0038
0037,0036
0038,0037
0038,0038
0042,0040
0037,0038
0037,0036
0038,0034
0038,0035
0039,0037
0037,0037
0037,0038
0037,0037
0037,0038
0035,0037
0037,0037
0038,0037
0035,0035
0037,0037
0037,0035
0030,0037
0036,0036
0037,0036
0035,0037
0036,0037
0037,0035
0036,0037
0036,0036
0036,0036
0035,0034
0036,0037
0038,0036
0036,0033
0035,0035
0037,0033
0036,0035
0033,0033
0035,0038
0035,0035
0035,0035
0035,0033
0035,0034
0035,0035
0035,0034
0034,0035
0037,0032
0034,0035
0034,0036
0034,0035
0035,0036
0035,0035
0036,0034
0034,0035
0035,0037
0034,0036
0037,0035
0035,0036
0038,0035
0039,0037
0037,0037
0037,0035
0037,0036
0038,0037
0038,0038
0037,0036
0038,0036
0037,0036
0039,0037
0037,0038
0036,0037
0036,0038
0035,0036
0037,0034
0037,0039
0038,0037
0038,0038
0035,0037
0037,0038
0038,0039
0037,0035
0036,0037
0036,0037
0037,0037
0038,0036
0039,0037
0038,0041
0038,0039
0036,0039
0038,0039
0038,0039
0038,0039
0037,0038
0037,0035
0038,0038
0038,0038
0037,0040
0038,0038
0038,0038
0037,0037
0038,0036
0031,0037
0038,0038
0038,0038
0038,0036
0037,0037
0037,0036
0035,0035
0037,0037
0037,0038
0037,0037
0038,0036
0037,0040
0037,0037
0037,0039
0039,0039
0038,0039
0040,0038
0040,0040
0039,0040
0040,0040
0042,0040
0041,0040
0043,0042
0043,0042
0043,0040
0041,0041
0034,0042
0043,0038
0041,0042
0043,0043
0042,0043
0042,0043
0043,0044
0041,0041
0044,0042
0042,0042
0042,0041
0042,0041
0042,0039
0043,0039
0042,0042
0042,0041
0041,0042
0042,0042
0042,0042
0041,0043
0036,0043
0042,0043
0042,0043
0045,0043
0039,0042
0044,0042
0040,0042
0045,0045
0043,0041
0044,0043
0043,0043
0044,0043
0043,0043
0044,0043
0043,0042
0043,0044
0043,0044
0042,0042
0037,0051
0042,0043
0042,0042
0041,0043
0042,0041
0043,0041
0041,0041
0043,0044
0040,0040
0041,0043
0041,0041
0041,0042
0041,0041
0041,0041
0041,0041
0039,0039
0040,0040
0040,0040
0039,0041
0040,0041
0040,0038
0041,0038
0051,0041
0040,0040
0039,0039
0039,0040
0040,0040
0039,0038
0037,0038
0040,0039
0039,0039
0039,0038
0041,0038
0039,0039
0039,0038
0038,0039
0037,0038
0039,0040
0039,0039
0043,0039
0041,0039
0040,0039
0037,0039
0039,0037
0037,0038
0038,0040
0033,0037
0037,0036
0046,0036
0036,0037
0038,0037
0039,0037
0038,0039
0045,0038
0037,0037
0039,0035
0038,0036
0039,0038
0039,0037
0038,0037
0036,0037
0047,0038
0037,0037
0038,0037
0038,0040
0037,0037
0037,0038
0038,0038
0037,0038
0037,0037
0035,0040
0044,0036
0036,0036
0036,0037
0036,0034
0037,0036
0038,0036
0033,0037
0035,0036
